seed,spacing,hole_dist,in_hole,err_unguided,err_M20,err_force_ii,err_teacher_sign_tmag,benefit_force_ii,benefit_teacher_sign_tmag
42,0.545808,0.25779,1,0.473298,0.190056,0.528588,0.441287,-0.05529,0.03201
42,0.230495,0.25871,0,0.729522,0.953593,0.633491,0.43367,0.09603,0.295851
42,0.22428,0.458606,0,0.001665,0.144805,0.073446,0.137466,-0.07178,-0.135801
42,0.302628,0.461075,0,1.384694,1.569965,1.241134,1.076233,0.143561,0.308461
42,0.263058,0.166119,1,0.08405,0.0275,0.186871,0.286781,-0.10282,-0.202731
42,0.690258,1.249972,0,0.322728,0.377048,0.221847,0.185957,0.10088,0.136771
42,0.216138,0.677836,0,0.088531,0.284471,0.01817,0.02451,0.070361,0.06402
42,0.207862,0.43433,0,0.586368,0.388488,0.598009,0.87931,-0.01164,-0.292941
42,0.265139,0.550489,0,0.179075,0.049095,0.259586,0.324576,-0.08051,-0.145501
42,0.526074,0.352793,1,0.186258,0.296838,0.030087,0.065977,0.156171,0.12028
42,0.260612,0.454594,0,0.104846,0.052295,0.275567,0.523888,-0.170721,-0.419042
42,0.72436,0.296962,1,0.455177,0.160296,0.537627,0.664698,-0.08245,-0.209521
42,0.385869,0.698549,0,0.586625,0.310174,0.615725,0.564315,-0.0291,0.02231
42,0.27216,0.290235,0,0.217619,0.083758,0.182699,0.198219,0.03492,0.0194
42,0.268107,0.64062,0,0.494132,0.786103,0.732753,0.565912,-0.238621,-0.07178
42,0.562066,0.358581,1,0.304869,0.32524,0.261219,0.35725,0.04365,-0.05238
42,0.286261,0.360992,0,1.305625,1.444336,1.271675,1.269735,0.03395,0.03589
42,0.277541,0.19796,1,0.387159,0.195099,0.4958,0.688831,-0.10864,-0.301671
42,0.333063,0.426353,0,0.483475,0.355434,0.496085,0.713366,-0.01261,-0.229891
42,0.416567,0.810448,0,0.360768,0.495599,0.267648,0.235638,0.09312,0.125131
42,0.748004,0.106928,1,0.526183,0.472833,0.503873,0.505813,0.02231,0.02037
42,0.316989,0.424242,0,0.572829,0.240118,0.556339,0.73385,0.01649,-0.161021
42,0.312699,0.481321,0,1.232035,1.385296,0.937154,0.911934,0.294881,0.320101
42,0.345921,0.950206,0,0.143926,0.029465,0.049835,0.047895,0.09409,0.09603
42,0.311338,1.472625,0,0.047896,0.154835,0.284577,0.273907,-0.236681,-0.226011
42,0.235997,0.471279,0,0.193546,0.011185,0.377847,0.393367,-0.184301,-0.199821
42,0.42511,1.045556,0,0.103728,0.080447,0.055353,0.045653,0.048374,0.058074
42,0.171592,1.12017,0,0.82628,0.64974,0.831131,1.072662,-0.00485,-0.246381
42,0.786755,0.176131,1,0.289624,0.035482,0.340064,0.577715,-0.05044,-0.288091
42,0.613508,0.246181,1,0.013287,0.235034,0.017753,0.017753,-0.004467,-0.004467
42,0.293161,0.349959,0,0.032931,0.214322,0.088222,0.124209,-0.05529,-0.091278
42,0.285003,0.423227,0,0.632758,0.501807,0.606568,0.524118,0.02619,0.10864
42,0.257977,1.495107,0,0.182955,0.370165,0.062456,0.013204,0.120498,0.169751
42,0.31352,0.347447,0,0.453959,0.366659,0.400609,0.379269,0.05335,0.07469
42,0.199158,0.221436,0,0.460548,0.267517,0.593439,0.634179,-0.132891,-0.173631
42,0.231559,0.701587,0,1.560483,1.560483,1.295672,1.471243,0.264811,0.08924
42,0.487728,0.2239,1,0.424094,0.084593,0.448344,0.465804,-0.02425,-0.04171
42,0.25927,0.406466,0,0.385247,0.217436,0.258176,0.416287,0.127071,-0.03104
42,0.33192,0.712654,0,0.137887,0.080364,0.238767,0.218397,-0.10088,-0.08051
42,0.404621,0.773947,0,0.865348,0.552037,0.842068,0.868258,0.02328,-0.00291
42,0.344537,1.295111,0,0.321046,0.279336,0.285156,0.565487,0.03589,-0.244441
42,0.127777,0.335657,0,0.901081,0.62463,0.729391,0.839001,0.171691,0.06208
42,0.383499,1.634847,0,0.300465,0.274274,0.407165,0.529386,-0.1067,-0.228921
42,0.780553,0.326275,1,0.396034,0.251503,0.500794,0.446474,-0.10476,-0.05044
42,0.59626,0.826064,0,0.114327,0.063887,0.123057,0.234607,-0.00873,-0.12028
42,0.306861,0.481597,0,0.321098,0.099937,0.438469,0.405488,-0.11737,-0.08439
42,0.270952,0.523468,0,0.647696,0.592406,0.810657,0.962947,-0.162961,-0.315251
42,0.225297,0.587293,0,0.403852,0.298122,0.505702,0.548383,-0.10185,-0.144531
42,0.404631,1.08049,0,0.156698,0.207138,0.104317,0.002383,0.05238,0.154314
42,1.29453,0.368163,1,0.470673,0.203922,0.657884,0.714144,-0.187211,-0.243471
42,0.437068,0.346572,1,0.243064,0.067493,0.118904,0.365285,0.124161,-0.122221
42,0.382348,0.272145,1,0.104585,0.008906,0.251055,0.197705,-0.146471,-0.09312
42,0.085368,0.708873,0,0.726994,0.598953,0.757064,0.950095,-0.03007,-0.223101
42,0.363999,1.148038,0,0.921194,0.793154,0.755323,0.637953,0.165871,0.283241
42,0.429003,0.283658,1,0.996527,0.727836,0.840356,1.071217,0.156171,-0.07469
42,0.315251,0.346114,0,0.437575,0.538456,0.253274,0.241634,0.184301,0.195941
42,0.377791,0.291303,1,0.935857,1.046438,0.963017,1.122098,-0.02716,-0.186241
42,0.642338,1.141351,0,0.019444,0.170677,0.090166,0.006834,-0.070722,0.01261
42,0.555925,0.804024,0,1.532857,1.520247,1.788938,1.570688,-0.256081,-0.03783
42,0.427275,0.257217,1,0.126121,0.09504,0.05624,0.104781,0.069882,0.02134
42,0.303266,0.236431,1,1.390233,1.243762,1.406723,1.590053,-0.01649,-0.199821
42,0.208142,0.446215,0,0.273705,0.388166,0.186405,0.146635,0.0873,0.127071
42,0.22415,0.576821,0,0.050733,0.099233,0.086038,0.220868,-0.035305,-0.170135
42,0.479985,1.038105,0,0.638779,0.613559,0.67467,0.588339,-0.03589,0.05044
42,0.280729,0.795249,0,0.117181,0.11562,0.258801,0.320882,-0.141621,-0.203701
42,0.635956,0.283079,1,0.454514,0.260513,0.602924,0.660155,-0.148411,-0.205641
42,0.411596,1.457685,0,0.502469,0.218257,0.653789,0.89532,-0.151321,-0.392852
42,0.28829,0.431277,0,0.3688,0.264039,0.42215,0.52012,-0.05335,-0.151321
42,1.863325,2.998671,0,1.631334,1.699235,1.717665,1.437334,-0.08633,0.194001
42,0.284767,1.519802,0,0.837227,0.666506,0.755746,0.590846,0.08148,0.246381
42,0.197404,0.374673,0,1.104528,0.993947,1.148178,1.184068,-0.04365,-0.07954
42,0.318775,0.181633,1,0.835018,0.727347,0.856358,0.933958,-0.02134,-0.09894
42,0.136474,0.168603,0,0.334458,0.020564,0.327668,0.345128,0.00679,-0.01067
42,0.179941,0.39208,0,0.144779,0.303859,0.037108,0.028378,0.10767,0.1164
42,0.185017,0.217427,0,0.14031,0.400271,0.246041,0.12964,-0.10573,0.01067
42,0.489831,0.153993,1,0.522962,0.558852,0.497742,0.360001,0.02522,0.162961
42,0.675183,1.329887,0,0.248744,0.381634,0.242924,0.065413,0.00582,0.183331
42,0.312772,0.228051,1,0.9303,0.780919,0.93515,1.09811,-0.00485,-0.167811
42,0.275037,0.971419,0,0.718224,0.457293,0.712404,0.955875,0.00582,-0.237651
42,0.242243,0.539727,0,0.277363,0.478154,0.036802,0.067842,0.240561,0.209521
42,0.210026,0.337628,0,0.076995,0.294276,0.090575,0.018065,-0.01358,0.05893
42,0.846363,0.397211,1,0.443284,0.133853,0.604304,0.622735,-0.161021,-0.179451
42,0.622477,0.688609,0,0.317195,0.182364,0.208554,0.358905,0.10864,-0.04171
42,0.231758,0.360776,0,0.16003,0.000949,0.29971,0.35888,-0.139681,-0.198851
42,0.330629,0.240496,1,1.026393,0.992443,1.136973,1.138913,-0.11058,-0.11252
42,0.169039,0.315996,0,0.979657,0.915637,0.997117,1.254168,-0.01746,-0.274511
42,0.363246,0.251259,1,1.208374,1.212254,1.276274,1.148233,-0.0679,0.06014
42,0.244538,4.031602,0,0.594612,0.791523,0.798313,0.722653,-0.203701,-0.128041
42,0.243081,0.756695,0,0.206681,0.02224,0.266822,0.418142,-0.06014,-0.211461
42,0.615567,0.426309,1,0.218443,0.152482,0.359093,0.470644,-0.140651,-0.252201
42,0.321547,0.47949,0,0.293769,0.137598,0.455759,0.52754,-0.161991,-0.233771
42,1.500884,0.577859,1,0.820928,0.666698,0.667668,0.717138,0.153261,0.10379
42,0.216724,1.002517,0,1.289681,1.04039,1.289681,1.278041,0.0,0.01164
42,0.376058,0.406375,0,0.791449,0.88845,0.808909,0.415088,-0.01746,0.376362
42,0.486948,1.129522,0,0.323861,0.339381,0.341321,0.14829,-0.01746,0.175571
42,0.573276,0.340248,1,0.705557,0.926718,0.887917,0.852997,-0.182361,-0.147441
42,1.368438,4.539709,0,2.075164,1.869523,2.016963,1.719172,0.0582,0.355991
42,0.318336,0.789916,0,0.257226,0.457047,0.264016,0.152466,-0.00679,0.10476
42,0.074848,0.707138,0,0.112594,0.285255,0.081407,0.112447,0.031188,0.000147
42,0.242083,0.176858,1,0.04006,0.098261,0.07052,0.261611,-0.03046,-0.22155
42,0.485781,0.437049,1,0.964436,0.846096,0.937276,1.039126,0.02716,-0.07469
42,0.410998,1.313367,0,0.156744,0.330375,0.051014,0.069267,0.10573,0.087477
42,0.216984,1.409341,0,0.834203,0.830323,0.791523,0.818683,0.04268,0.01552
42,0.399826,0.542717,0,0.067223,0.241824,0.125808,0.164608,-0.058585,-0.097385
42,0.753336,0.301712,1,0.358808,0.470358,0.269567,0.195847,0.08924,0.162961
42,0.409006,0.941359,0,0.605816,0.540825,0.876447,0.737736,-0.270631,-0.131921
42,0.337287,0.445618,0,0.090764,0.264395,0.072197,0.029654,0.018567,0.06111
42,0.265529,0.378056,0,0.437956,0.688217,0.273055,0.393336,0.164901,0.04462
42,0.172925,0.196294,0,0.348017,0.047316,0.361598,0.527468,-0.01358,-0.179451
42,0.241225,0.36509,0,0.117476,0.064885,0.319236,0.456007,-0.201761,-0.338531
42,0.322831,0.633089,0,0.25301,0.36068,0.34613,0.048339,-0.09312,0.204671
42,0.640693,0.26172,1,0.413653,0.177942,0.284642,0.267182,0.129011,0.146471
42,0.395853,0.173797,1,0.827049,0.599099,0.637899,0.556418,0.189151,0.270631
42,0.639019,0.147972,1,0.24366,0.088459,0.18061,0.1971,0.06305,0.04656
42,0.576315,0.297438,1,0.662096,0.342964,0.532115,0.725146,0.129981,-0.06305
42,0.239872,0.718851,0,0.608226,0.315285,0.688736,0.647026,-0.08051,-0.0388
42,0.691217,0.541007,1,0.305332,0.425612,0.256832,0.122001,0.0485,0.183331
42,0.242719,0.317999,0,0.32439,0.142999,0.41945,0.44273,-0.09506,-0.11834
42,0.352105,1.078822,0,0.302554,0.535355,0.618775,0.277334,-0.316221,0.02522
42,0.612943,0.644978,0,0.490797,0.289036,0.715837,0.615927,-0.225041,-0.125131
42,0.850279,0.257536,1,0.090208,0.087298,0.006787,0.156173,0.08342,-0.065965
42,1.153319,0.70021,1,0.291921,0.371461,0.421901,0.375341,-0.129981,-0.08342
42,0.424187,0.373606,1,0.221545,0.135215,0.284596,0.320486,-0.06305,-0.09894
42,0.370296,0.331669,1,0.104867,0.390048,0.106594,0.170615,-0.001728,-0.065748
42,0.289,0.468589,0,0.614859,0.460628,0.639109,0.83117,-0.02425,-0.216311
42,0.5402,1.909501,0,0.04556,0.146441,0.09794,0.127101,-0.05238,-0.08154
42,0.264641,1.1991,0,0.750466,0.603025,0.538035,0.538035,0.212431,0.212431
42,0.517475,0.907451,0,0.685722,0.690572,0.695422,0.497541,-0.0097,0.188181
42,1.013135,0.347021,1,0.308849,0.58336,0.5077,0.39712,-0.198851,-0.08827
42,0.621053,0.357859,1,0.578095,0.411254,0.408344,0.558695,0.169751,0.0194
42,0.913706,0.299039,1,0.011222,0.114879,0.113072,0.079122,-0.10185,-0.0679
42,0.642303,1.525947,0,0.266392,0.102462,0.408983,0.255722,-0.142591,0.01067
42,0.34805,0.592566,0,0.885985,1.149826,0.680344,0.572674,0.205641,0.313311
42,1.258643,0.964763,1,0.672556,0.517356,0.692926,0.508626,-0.02037,0.163931
42,0.451822,0.875701,0,0.685227,0.598897,0.532936,0.549426,0.152291,0.135801
42,0.624295,1.153577,0,0.571615,0.100193,0.576465,0.789865,-0.00485,-0.218251
42,0.231694,1.425342,0,0.004813,0.048538,0.123228,0.098008,-0.118415,-0.093195
42,0.215864,1.176138,0,0.660574,0.651844,0.745934,0.637294,-0.08536,0.02328
42,0.124395,0.439896,0,0.211677,0.059386,0.255327,0.381428,-0.04365,-0.169751
42,0.212618,0.843824,0,0.114609,0.433741,0.25332,0.093269,-0.138711,0.02134
42,0.696856,0.354724,1,0.185022,0.052629,0.418793,0.262623,-0.233771,-0.0776
42,0.240039,0.509315,0,0.532215,0.377015,0.747556,0.685476,-0.215341,-0.153261
42,0.25101,0.480683,0,0.091625,0.157585,0.013054,0.086856,0.07857,0.004768
42,0.37555,0.605331,0,0.608689,0.610629,0.653309,0.82015,-0.04462,-0.211461
42,0.298749,1.855846,0,0.178937,0.070297,0.014036,0.188637,0.164901,-0.0097
42,0.308379,0.230202,1,0.373518,0.487009,0.210558,0.147508,0.162961,0.226011
42,0.345759,0.207145,1,0.187176,0.004815,0.270596,0.600398,-0.08342,-0.413222
42,0.274037,1.283421,0,0.581242,0.346501,0.758753,0.621982,-0.177511,-0.04074
42,0.305838,0.470207,0,0.274205,0.456566,0.349866,0.203395,-0.07566,0.07081
42,0.168377,0.21883,0,0.496348,0.355697,0.596258,0.554548,-0.09991,-0.0582
42,0.444855,0.535626,0,2.276814,2.306884,2.320464,2.338894,-0.04365,-0.06208
42,0.383443,0.236168,1,0.373255,0.015323,0.413995,0.497415,-0.04074,-0.124161
42,0.172218,0.247694,0,0.098748,0.160243,0.098748,0.090018,0.0,0.00873
42,0.589493,0.801625,0,0.071332,0.069318,0.021788,0.187733,0.049545,-0.1164
42,0.558192,1.672948,0,0.320101,0.454932,0.458812,0.342411,-0.138711,-0.02231
42,0.165204,0.297204,0,0.718916,0.505515,0.801366,0.876057,-0.08245,-0.157141
42,0.504409,1.360201,0,0.148889,0.39333,0.110089,0.137262,0.0388,0.011627
42,0.490444,1.425679,0,1.164975,1.013654,1.085434,1.162065,0.07954,0.00291
42,0.169011,1.195707,0,0.297664,0.143434,0.287964,0.311244,0.0097,-0.01358
42,0.376954,1.155858,0,0.604039,0.534199,0.566209,0.7767,0.03783,-0.172661
42,0.416744,0.443775,0,0.475878,0.124736,0.405067,0.482668,0.07081,-0.00679
42,0.296499,0.460382,0,0.269772,0.337672,0.020481,0.100769,0.249291,0.169003
42,0.57222,0.621287,0,0.579407,0.451366,0.413536,0.506657,0.165871,0.07275
42,0.581758,0.501291,1,0.270214,0.111133,0.308044,0.400195,-0.03783,-0.129981
42,0.167749,0.30371,0,0.101143,0.287383,0.150613,0.016228,-0.04947,0.084915
42,0.391366,0.422942,0,0.332773,0.439473,0.425893,0.085422,-0.09312,0.247351
42,0.272127,0.374302,0,0.088795,0.088716,0.207135,0.231385,-0.11834,-0.142591
42,0.67155,3.141102,0,0.196164,0.318385,0.248544,0.358155,-0.05238,-0.161991
42,0.372796,0.668754,0,0.149142,0.383883,0.260692,0.218012,-0.11155,-0.06887
42,0.627988,0.182797,1,0.465392,0.327652,0.406222,0.403312,0.05917,0.06208
42,0.17144,0.463789,0,0.666946,0.386615,0.798867,0.892957,-0.131921,-0.226011
42,0.314601,0.390908,0,0.044725,0.052275,0.068975,0.300806,-0.02425,-0.256081
42,0.25237,0.264794,0,0.103643,0.229743,0.084243,0.131773,0.0194,-0.02813
42,0.664675,0.235603,1,0.243873,0.004448,0.498984,0.466974,-0.255111,-0.223101
42,0.352473,0.492671,0,0.615349,0.755029,0.602739,0.507678,0.01261,0.10767
42,0.199104,0.288986,0,0.310915,0.082964,0.489396,0.608706,-0.178481,-0.297791
42,0.558859,1.514312,0,0.143844,0.076914,0.132204,0.228235,0.01164,-0.08439
42,0.210543,0.608664,0,0.138615,0.117275,0.036765,0.065865,0.10185,0.07275
42,0.187248,0.928038,0,0.632183,0.456612,0.577863,0.795144,0.05432,-0.162961
42,0.369922,0.857783,0,1.5341,1.48657,1.51955,1.49142,0.01455,0.04268
42,0.626103,1.17999,0,0.061354,0.147197,0.010913,0.199094,0.05044,-0.137741
42,0.631028,0.354818,1,0.844636,0.592435,0.683615,0.837846,0.161021,0.00679
42,0.158208,0.858432,0,0.233008,0.396939,0.420219,0.283448,-0.187211,-0.05044
42,0.316949,1.648529,0,0.239923,0.177843,0.258353,0.186573,-0.01843,0.05335
42,0.714784,0.217965,1,0.180289,0.069972,0.22006,0.115299,-0.03977,0.06499
42,0.452895,0.852091,0,0.180471,0.124211,0.181441,0.152341,-0.00097,0.02813
42,0.193031,0.316607,0,0.499628,0.721759,0.627669,0.506418,-0.128041,-0.00679
42,0.216453,0.325024,0,0.78073,0.947571,0.77782,0.66821,0.00291,0.11252
42,0.164695,0.308522,0,0.298745,0.107654,0.430666,0.390895,-0.131921,-0.09215
42,0.212628,1.136943,0,0.568486,0.711077,0.667427,0.411346,-0.09894,0.157141
42,0.479227,0.273195,1,0.252366,0.471587,0.244606,0.124325,0.00776,0.128041
42,0.47043,0.193045,1,0.303383,0.005078,0.547824,0.336363,-0.244441,-0.03298
42,0.237505,1.652553,0,0.302143,0.335123,0.256553,0.030542,0.04559,0.271601
42,0.492787,1.052442,0,0.09991,0.251231,0.194001,0.224071,-0.09409,-0.124161
42,0.332316,0.194652,1,0.691087,0.543647,0.736677,0.918068,-0.04559,-0.226981
42,0.262394,0.615608,0,0.64813,0.842131,0.71021,0.6297,-0.06208,0.01843
42,0.386554,0.395268,0,0.891361,0.900091,0.863231,0.814731,0.02813,0.07663
42,0.284148,0.346599,0,0.309667,0.189386,0.332947,0.449347,-0.02328,-0.139681
42,0.362808,0.206611,1,0.129375,0.241895,0.162355,0.127676,-0.03298,0.001699
42,0.161427,0.428871,0,0.021254,0.365605,0.078657,0.198937,-0.057403,-0.177684
42,0.312203,0.824194,0,0.441457,0.485107,0.430787,0.488987,0.01067,-0.04753
42,0.235207,0.289195,0,0.314392,0.000859,0.234852,0.231942,0.07954,0.08245
42,0.316217,0.882804,0,1.49037,1.828901,1.57767,1.42926,-0.0873,0.06111
42,0.658037,0.296106,1,0.74185,0.460549,0.516809,0.75349,0.225041,-0.01164
42,0.310543,0.316598,0,0.49005,0.46483,0.524,0.695691,-0.03395,-0.205641
42,0.22255,0.446841,0,0.000585,0.091565,0.051795,0.028515,-0.051209,-0.027929
42,0.803318,0.410097,1,1.186266,1.342437,1.113516,0.960255,0.07275,0.226011
42,0.326806,0.931861,0,0.152159,0.039638,0.3966,0.283109,-0.244441,-0.130951
42,0.28824,0.195318,1,0.012236,0.206985,0.045216,0.284807,-0.03298,-0.272571
42,0.301686,0.551729,0,0.349266,0.250326,0.450146,0.356056,-0.10088,-0.00679
42,0.363426,0.97731,0,0.104183,0.116978,0.119703,0.030648,-0.01552,0.073534
42,0.198878,0.72152,0,0.509271,0.704242,0.480171,0.457861,0.0291,0.05141
42,0.256312,0.221893,1,0.167994,0.299914,0.054137,0.026373,0.113857,0.141621
42,0.42313,0.437744,0,0.558756,0.369605,0.606286,0.580096,-0.04753,-0.02134
42,0.441735,0.776518,0,0.656406,0.406145,0.855257,0.790267,-0.198851,-0.133861
42,0.35622,0.824191,0,0.257825,0.266555,0.193805,0.162764,0.06402,0.09506
42,0.455453,0.495949,0,0.800999,0.512908,0.731159,0.859199,0.06984,-0.0582
42,0.273043,0.761449,0,0.385321,0.367861,0.1467,0.310631,0.238621,0.07469
42,0.184581,2.527469,0,0.505766,0.531957,0.630897,0.573667,-0.125131,-0.0679
42,0.157925,0.578074,0,0.168968,0.134643,0.108828,0.128228,0.06014,0.04074
42,0.935147,0.796536,1,0.118692,0.051762,0.408723,0.138092,-0.290031,-0.0194
42,0.272909,0.525412,0,1.313385,1.468586,1.229965,1.179525,0.08342,0.133861
42,0.175962,0.279294,0,0.280325,0.186235,0.485966,0.612067,-0.205641,-0.331741
42,0.800493,1.076664,0,0.430633,0.599414,0.372433,0.444213,0.0582,-0.01358
42,0.469372,0.46689,1,0.438834,0.392274,0.411674,0.350564,0.02716,0.08827
42,0.480307,1.357494,0,0.753036,0.836456,0.624996,0.747216,0.128041,0.00582
42,0.241163,4.320623,0,0.263841,0.370542,0.343381,0.251231,-0.07954,0.01261
42,0.236356,0.736918,0,0.694492,0.828353,0.548991,0.615922,0.145501,0.07857
42,0.232408,0.201111,1,0.005057,0.257814,0.081687,0.015727,-0.07663,-0.01067
42,0.236831,0.187742,1,0.153383,0.308584,0.224193,0.092998,-0.07081,0.060385
42,0.358175,0.9887,0,0.408557,0.322227,0.265966,0.348417,0.142591,0.06014
42,0.293057,0.562334,0,1.86306,1.832019,2.112351,2.02699,-0.249291,-0.163931
42,0.393782,1.393541,0,0.647449,0.557239,0.507769,0.7493,0.139681,-0.10185
42,0.488716,0.398633,1,0.326256,0.114795,0.285516,0.273876,0.04074,0.05238
42,0.423782,0.866252,0,0.295646,0.288856,0.291766,0.395557,0.00388,-0.09991
42,0.781201,0.398545,1,1.30294,1.1555,1.25056,1.29518,0.05238,0.00776
42,0.204576,0.441094,0,0.636947,0.385716,0.734918,0.736858,-0.09797,-0.09991
42,0.971468,0.555103,1,0.17766,0.26981,0.23392,0.134979,-0.05626,0.04268
42,0.264156,0.285049,0,0.114884,0.050017,0.008183,0.070264,0.1067,0.04462
42,0.281532,0.612399,0,0.722287,0.646626,0.827047,0.923077,-0.10476,-0.200791
42,0.231515,0.502879,0,1.027792,1.136432,0.978321,0.790141,0.04947,0.237651
42,0.81322,0.866095,0,2.790676,2.867306,2.958487,2.904167,-0.167811,-0.11349
42,0.26497,1.300467,0,0.744806,0.585726,0.424705,0.790396,0.320101,-0.04559
42,0.608923,0.193358,1,0.466018,0.330217,0.554288,0.560108,-0.08827,-0.09409
42,0.2788,1.523797,0,0.28263,0.24383,0.2545,0.3224,0.02813,-0.03977
42,0.330549,0.459021,0,0.163819,0.099799,0.111439,0.133749,0.05238,0.03007
42,0.251808,0.459049,0,0.064884,0.196805,0.066066,0.023174,-0.001182,0.04171
42,0.896998,0.561562,1,0.834979,0.641948,0.710818,0.737009,0.124161,0.09797
42,0.270387,0.537001,0,0.034784,0.294745,0.078434,0.008866,-0.04365,0.025918
42,0.21745,0.551544,0,0.60115,0.470199,0.68748,0.64674,-0.08633,-0.04559
42,0.252956,0.480485,0,0.109357,0.138964,0.278137,0.215087,-0.168781,-0.10573
42,0.645763,0.393048,1,0.362347,0.575748,0.539858,0.330337,-0.177511,0.03201
42,0.237688,0.24869,0,1.408446,1.482166,1.321145,1.363826,0.0873,0.04462
42,0.432804,0.836469,0,0.035622,0.096299,0.166572,0.144262,-0.130951,-0.10864
42,0.272769,0.698596,0,0.005849,0.039741,0.029071,0.21537,-0.023222,-0.209521
42,0.480758,0.302897,1,0.496367,0.239316,0.439137,0.475997,0.05723,0.02037
42,0.553852,0.586631,0,0.498345,0.520655,0.730176,0.713686,-0.231831,-0.215341
42,0.407882,0.433207,0,0.190422,0.029402,0.195272,0.305853,-0.00485,-0.11543
42,0.209924,0.322058,0,0.359871,0.463662,0.366662,0.355021,-0.00679,0.00485
42,0.271845,0.597407,0,0.060984,0.114586,0.127915,0.195815,-0.06693,-0.134831
42,0.577631,0.282286,1,0.540254,0.409304,0.703215,0.777905,-0.162961,-0.237651
42,0.27119,1.860177,0,0.049717,0.047777,0.195218,0.321318,-0.145501,-0.271601
42,0.440744,0.633441,0,0.18003,0.452602,0.391491,0.206221,-0.211461,-0.02619
